,,N,
COA_ACCOUNTS,290940,101,A,Y,N,,,,83,720,1580,0,210,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290941,101,A,Y,N,,,,83,720,1580,0,230,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290942,101,A,Y,N,,,,83,720,1580,0,240,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290943,101,A,Y,N,,,,83,730,1580,0,210,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290944,101,A,Y,N,,,,83,730,1580,0,230,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290945,101,A,Y,N,,,,83,730,1580,0,240,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290946,101,A,Y,N,,,,83,850,1580,0,210,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290947,101,A,Y,N,,,,83,850,1580,0,230,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290948,101,A,Y,N,,,,83,850,1580,0,240,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290949,101,A,Y,N,,,,83,830,1580,0,210,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290950,101,A,Y,N,,,,83,830,1580,0,230,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290951,101,A,Y,N,,,,83,830,1580,0,240,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290952,101,A,Y,N,,,,83,810,1580,0,210,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290953,101,A,Y,N,,,,83,810,1580,0,230,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290954,101,A,Y,N,,,,83,810,1580,0,240,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290955,101,A,Y,N,,,,83,470,1580,0,240,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290956,101,A,Y,N,,,,83,460,1580,0,210,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290957,101,A,Y,N,,,,83,460,1580,0,230,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290958,101,A,Y,N,,,,83,460,1580,0,240,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290959,101,A,Y,N,,,,83,430,1580,0,210,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290960,101,A,Y,N,,,,83,430,1580,0,230,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290961,101,A,Y,N,,,,83,430,1580,0,240,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290962,101,A,Y,N,,,,83,590,1580,0,210,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290963,101,A,Y,N,,,,83,590,1580,0,230,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,290964,101,A,Y,N,,,,83,590,1580,0,240,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,330010,101,E,Y,N,,,,1,470,7360,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,323993,101,R,Y,N,,,,83,470,4160,0,230,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,326994,101,R,Y,N,,,,1,850,4502,0,801,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,331012,101,R,Y,Y,,,,1,850,4000,T,T,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,331014,101,R,Y,Y,,,,1,850,4000,T,801,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,331016,101,R,Y,Y,,,,1,T,4000,T,801,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,331018,101,R,Y,Y,,,,T,850,4000,T,801,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,331020,101,R,Y,Y,,,,T,T,4000,T,801,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,331024,101,R,Y,Y,,,,1,850,7999,T,801,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,333028,101,E,Y,N,,,,82,0,7350,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,333029,101,E,Y,N,,,,82,0,7340,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,333030,101,E,Y,N,,,,82,550,7350,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,384077,101,L,Y,N,,,,1,0,1320,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,419304,101,E,Y,N,,,,1,0,5356,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,398140,101,R,Y,N,,,,1,600,4533,0,700,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,398141,101,R,Y,N,,,,1,600,4533,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,399140,101,R,Y,N,,,,1,600,4528,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,399141,101,E,Y,N,,,,1,600,7155,0,0,,,,,,,,,,,,,,,,,,N,
