,119150,184067,287769,3124,N,Each,8500,100,18168,,,,11-Dec-08,11-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,119150,184068,287770,3124,N,Each,20000,100,18168,,,,11-Dec-08,11-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,119232,184146,288008,1353,N,HRS,540400,1544,20795,,,,11-Dec-08,11-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,119233,184147,288009,1353,N,HRS,67600,169,20795,,,,11-Dec-08,11-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,119550,184519,289042,1,N,EA,911,1,204,,,,17-Dec-08,17-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,119331,184260,288243,1,N,EA,856,1,204,,,,12-Dec-08,12-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,119252,184161,288023,1,N,Each,3118,1,204,,,,11-Dec-08,11-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,119251,184160,288022,1,N,Each,505,1,204,,,,11-Dec-08,11-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,119250,184159,288021,1,N,Each,3184,1,204,,,,11-Dec-08,11-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,119070,183959,287662,1,N,Each,36258,1,204,,,,10-Dec-08,10-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,118871,183560,286762,1,N,Each,2635,1,204,,,,8-Dec-08,8-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,118870,183559,286761,1,N,Each,37499,1,204,,,,8-Dec-08,8-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,119719,184768,289357,36,N,Each,14800,296,20795,,,,20-Dec-08,20-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,119720,184769,289358,36,N,Each,24990,51,20795,,,,19-Dec-08,19-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,118613,183242,286263,91,N,Each,3360,1600,209,,,,2-Dec-08,2-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,118613,183243,286264,91,N,Each,868280,2800,209,,,,2-Dec-08,2-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,118613,183244,286265,91,N,Each,988350,1000,209,,,,2-Dec-08,2-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,118614,183245,286266,91,N,Each,350000,1400,209,,,,2-Dec-08,2-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,118614,183246,286267,91,N,Each,581840,1400,209,,,,2-Dec-08,2-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,118615,183247,286268,91,N,Each,468195,1300,209,,,,2-Dec-08,2-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,118616,183248,286269,91,N,Each,2086950,1000,209,,,,2-Dec-08,2-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,118616,183249,286270,91,N,Each,3187500,1000,209,,,,2-Dec-08,2-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,118617,183250,286271,91,N,Each,79543,1700,209,,,,2-Dec-08,2-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,118617,183251,286272,91,N,Each,507584,800,209,,,,2-Dec-08,2-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,118617,183252,286273,91,N,Each,1312695,1500,209,,,,2-Dec-08,2-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,118617,183253,286274,91,N,Each,1279812,2300,209,,,,2-Dec-08,2-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,118617,183254,286275,91,N,Each,420160,500,209,,,,2-Dec-08,2-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,118617,183255,286276,91,N,Each,666192,600,209,,,,2-Dec-08,2-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,119673,184629,289190,1354,N,Week,546000,21,20795,,,,18-Dec-08,18-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,118872,183561,286763,1354,N,Week,420000,16.8,20795,,,,8-Dec-08,8-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,119755,184891,289551,36,N,Each,14800,296,20795,,,,23-Dec-08,23-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,119756,184892,289552,1354,N,Week,327600,12.6,20795,,,,23-Dec-08,23-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,119757,184893,289553,36,N,Each,24990,51,20795,,,,23-Dec-08,23-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,119758,184894,289554,30,N,Each,55991,59,20795,,,,23-Dec-08,23-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,119754,184890,289550,1353,N,HRS,104400,232,20795,,,,23-Dec-08,23-Dec-08,1
PURCHASE_ORDER_SHIPMENTS,119860,185145,290054,1,N,Each,36641,1,204,,,,6-Jan-09,6-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,119861,185146,290055,1,N,EA,837,1,204,,,,6-Jan-09,6-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,119862,185147,290056,1,N,Each,3112,1,204,,,,6-Jan-09,6-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,119868,185154,290099,1,N,Each,2575,1,204,,,,7-Jan-09,7-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,119896,185262,290279,1,N,Each,35428,1,204,,,,9-Jan-09,9-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,119936,185376,290522,1,N,Each,494,1,204,,,,13-Jan-09,13-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,120089,185902,291259,2757,N,Each,3800,50,209,,,,22-Jan-09,22-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,120098,185966,291345,1353,N,HRS,108450,241,20795,,,,23-Jan-09,23-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,119922,185330,290407,1,N,EA,891,1,204,,,,12-Jan-09,12-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,120037,185696,290953,1353,N,HRS,565600,1616,20795,,,,3-Jan-09,3-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,120039,185698,290955,1354,N,Week,114400,4.4,20795,,,,2-Jan-09,2-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,120039,185699,290956,1354,N,Week,572000,22,20795,,,,17-Jan-09,17-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,120040,185700,290957,1353,N,HRS,70400,176,20795,,,,3-Jan-09,3-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,120041,185701,290958,36,N,Each,25970,53,20795,,,,19-Jan-09,19-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,120058,185776,291068,36,N,Each,15450,309,20795,,,,20-Jan-09,20-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,120090,185903,291260,2757,Y,Each,3800,50,207,,,,22-Jan-09,22-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,120090,185904,291261,2757,Y,Each,6500,50,207,,,,22-Jan-09,22-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,119969,185455,290663,1,N,Each,3047,1,204,,,,15-Jan-09,15-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,120038,185697,290954,1354,N,Week,440000,17.6,20795,,,,9-Jan-09,9-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,120191,186135,291688,1354,N,Week,117000,4.5,20795,,,,2-Feb-09,2-Feb-09,1
PURCHASE_ORDER_SHIPMENTS,120192,186136,291690,1,N,Each,36503,1,204,,,,2-Feb-09,2-Feb-09,1
PURCHASE_ORDER_SHIPMENTS,120193,186137,291691,1,N,EA,834,1,204,,,,2-Feb-09,2-Feb-09,1
PURCHASE_ORDER_SHIPMENTS,120122,186029,291441,1354,N,Week,343200,13.2,20795,,,,25-Jan-09,25-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,120123,186030,291442,30,N,Each,58838,62,20795,,,,24-Jan-09,24-Jan-09,1
PURCHASE_ORDER_SHIPMENTS,120223,186227,291801,1353,N,HRS,72000,180,20795,,,,3-Feb-09,3-Feb-09,1
PURCHASE_ORDER_SHIPMENTS,120224,186228,291802,1353,N,HRS,576800,1648,20795,,,,3-Feb-09,3-Feb-09,1
PURCHASE_ORDER_SHIPMENTS,120237,186275,291896,1,N,Each,3100,1,204,,,,4-Feb-09,4-Feb-09,1
PURCHASE_ORDER_SHIPMENTS,120245,186298,292026,1,N,Each,2565,1,204,,,,6-Feb-09,6-Feb-09,1
PURCHASE_ORDER_SHIPMENTS,120288,186435,292211,1,N,Each,35296,1,204,,,,9-Feb-09,9-Feb-09,1
PURCHASE_ORDER_SHIPMENTS,120313,186526,292368,1,N,EA,887,1,204,,,,10-Feb-09,10-Feb-09,1
PURCHASE_ORDER_SHIPMENTS,120352,186569,292505,1,N,Each,492,1,204,,,,12-Feb-09,12-Feb-09,1
PURCHASE_ORDER_SHIPMENTS,120442,186834,292840,36,N,Each,26460,54,20795,,,,17-Feb-09,17-Feb-09,1
PURCHASE_ORDER_SHIPMENTS,120443,186835,292841,1354,N,Week,585000,22.5,20795,,,,17-Feb-09,17-Feb-09,1
PURCHASE_ORDER_SHIPMENTS,120504,186956,293059,36,N,Each,15900,318,20795,,,,20-Feb-09,20-Feb-09,1
PURCHASE_ORDER_SHIPMENTS,120401,186736,292717,1,N,Each,3036,1,204,,,,16-Feb-09,16-Feb-09,1
PURCHASE_ORDER_SHIPMENTS,120573,187142,293322,2758,N,Each,2160,30,1996,,,,24-Feb-09,24-Feb-09,1
PURCHASE_ORDER_SHIPMENTS,120573,187143,293323,2758,N,Each,2362.5,25,1996,,,,24-Feb-09,24-Feb-09,1
PURCHASE_ORDER_SHIPMENTS,120573,187144,293324,2758,N,Each,175,20,1996,,,,24-Feb-09,24-Feb-09,1
PURCHASE_ORDER_SHIPMENTS,120574,187145,293325,2758,N,Each,2850,38,1996,,,,24-Feb-09,24-Feb-09,1
