ITEM_CONVERSIONS,134706,GL,VOL,LB,MASS,0.119904077
UOM_ITEM_CONVERSIONS,134707,GL,VOL,LB,MASS,0.096711799
UOM_ITEM_CONVERSIONS,134708,GL,VOL,LB,MASS,0.119904077
UOM_ITEM_CONVERSIONS,134709,GL,VOL,LB,MASS,0.106382979
UOM_ITEM_CONVERSIONS,134710,LB,MASS,GL,VOL,8.6
UOM_ITEM_CONVERSIONS,134711,GL,VOL,LB,MASS,0.126103405
UOM_ITEM_CONVERSIONS,134712,GL,VOL,LB,MASS,0.120481928
UOM_ITEM_CONVERSIONS,164751,LB,MASS,EA,CNT,0.220462262
UOM_ITEM_CONVERSIONS,2261,EA,CNT,GL,VOL,1
UOM_ITEM_CONVERSIONS,98612,LB,MASS,GL,VOL,10
UOM_ITEM_CONVERSIONS,159733,EA,CNT,LB,MASS,1
UOM_ITEM_CONVERSIONS,159734,EA,CNT,LB,MASS,1
UOM_ITEM_CONVERSIONS,159735,EA,CNT,LB,MASS,1
UOM_ITEM_CONVERSIONS,159736,EA,CNT,LB,MASS,1
UOM_ITEM_CONVERSIONS,170755,GL,VOL,LB,MASS,0.12
UOM_ITEM_CONVERSIONS,170756,GL,VOL,LB,MASS,0.13
UOM_ITEM_CONVERSIONS,170757,GL,VOL,LB,MASS,0.12
UOM_ITEM_CONVERSIONS,170758,GL,VOL,LB,MASS,0.13
UOM_ITEM_CONVERSIONS,170759,GL,VOL,LB,MASS,0.125
UOM_ITEM_CONVERSIONS,170760,GL,VOL,LB,MASS,0.11
UOM_ITEM_CONVERSIONS,170761,GL,VOL,LB,MASS,0.125
UOM_ITEM_CONVERSIONS,170762,GL,VOL,LB,MASS,0.125
UOM_ITEM_CONVERSIONS,170763,GL,VOL,LB,MASS,0.125
UOM_ITEM_CONVERSIONS,184792,l,MVOLUME,Kg,MMASS,1.61
UOM_ITEM_CONVERSIONS,184794,l,MVOLUME,Kg,MMASS,1
UOM_ITEM_CONVERSIONS,184798,l,MVOLUME,Kg,MMASS,1.33
UOM_ITEM_CONVERSIONS,184801,l,MVOLUME,Kg,MMASS,0.75
UOM_ITEM_CONVERSIONS,184804,l,MVOLUME,Kg,MMASS,1.05
UOM_ITEM_CONVERSIONS,184805,l,MVOLUME,Kg,MMASS,1
UOM_ITEM_CONVERSIONS,184806,l,MVOLUME,Kg,MMASS,0.81
UOM_ITEM_CONVERSIONS,184818,EA,CNT,Kg,MMASS,11.11
