RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,88633,5545,0,N,25,557,1233,204,USD,,,,6-Feb-14,6/02/14 3:04,6/02/14 3:04,6/02/14 3:04,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,89438,5557,0,N,57,21,1969,207,USD,,19-Feb-14,,19-Feb-14,19/02/14 6:44,19/02/14 6:44,19/02/14 6:44,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,89496,5558,0,N,25,22,2035,204,USD,,20-Feb-14,,20-Feb-14,20/02/14 4:04,20/02/14 4:04,20/02/14 4:04,MANUAL,RECEIPT,WORKFLOW,"4/10, 3/20, 2/30 Net  60",10009
PURCHASE_ORDERS,92597,5640,0,N,25,22,2035,204,USD,,22-May-14,,22-May-14,22/05/14 2:10,22/05/14 2:10,22/05/14 2:10,MANUAL,RECEIPT,WORKFLOW,"4/10, 3/20, 2/30 Net  60",10009
PURCHASE_ORDERS,94224,5680,0,N,31,415,1087,204,USD,,6-Jul-14,,6-Jul-14,6/07/14 2:05,6/07/14 2:05,6/07/14 2:05,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,94517,5692,0,N,57,21,1969,207,USD,,12-Jul-14,,12-Jul-14,12/07/14 10:25,12/07/14 10:25,12/07/14 10:25,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,94824,5698,0,N,25,22,2035,204,USD,,26-Jul-14,,26-Jul-14,26/07/14 12:05,26/07/14 12:05,26/07/14 12:05,MANUAL,RECEIPT,WORKFLOW,"4/10, 3/20, 2/30 Net  60",10009
PURCHASE_ORDERS,94841,5699,0,N,57,21,1969,207,USD,,27-Jul-14,,27-Jul-14,27/07/14 6:47,27/07/14 6:47,27/07/14 6:47,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,81059,5361,0,N,25,557,1233,204,USD,,,,8-Aug-13,8/08/13 2:05,8/08/13 2:05,8/08/13 2:05,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,81901,5388,0,N,25,9,12,204,USD,,,,12-Sep-13,20/11/13 6:50,20/11/13 6:50,20/11/13 6:50,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
PURCHASE_ORDERS,83604,5430,0,N,25,557,1233,204,USD,,,,9-Oct-13,9/10/13 5:20,9/10/13 5:20,9/10/13 5:20,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,84554,5448,0,N,25,557,1233,204,USD,,,,2-Nov-13,2/11/13 11:05,2/11/13 11:05,2/11/13 11:05,B2B,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,81919,5389,0,N,59,145,255,207,USD,,,,12-Sep-13,12/09/13 12:44,12/09/13 12:44,12/09/13 12:44,MANUAL,RECEIPT,AWARD_SOURCING,45 Net (terms date + 45),10003
PURCHASE_ORDERS,82046,5392,0,N,31,578,1275,204,USD,,14-Sep-13,,14-Sep-13,14/09/13 4:47,14/09/13 4:47,14/09/13 4:47,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,82047,5393,0,N,31,3,2036,204,USD,,14-Sep-13,,14-Sep-13,14/09/13 4:48,14/09/13 4:48,14/09/13 4:48,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,82049,5395,0,N,31,147,2033,204,USD,,14-Sep-13,,14-Sep-13,14/09/13 4:48,14/09/13 4:48,14/09/13 4:48,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,82050,5396,0,N,31,5,2034,204,USD,,14-Sep-13,,14-Sep-13,14/09/13 4:48,14/09/13 4:48,14/09/13 4:48,MANUAL,RECEIPT,WORKFLOW,15 Net (terms date + 15),10013
PURCHASE_ORDERS,82054,5400,0,N,31,415,1087,204,USD,,14-Sep-13,,14-Sep-13,14/09/13 4:48,14/09/13 4:48,14/09/13 4:48,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,81840,5385,0,N,59,537,1193,204,USD,,,,11-Sep-13,11/09/13 11:42,11/09/13 11:42,11/09/13 11:42,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,82044,5390,0,N,25,557,1233,204,USD,,,,14-Sep-13,20/11/13 6:50,20/11/13 6:50,20/11/13 6:50,B2B,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,84588,5449,0,N,31,578,1275,204,USD,,3-Nov-13,,3-Nov-13,3/11/13 4:06,3/11/13 4:06,3/11/13 4:06,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,82271,5405,0,N,57,11,15,207,USD,,19-Sep-13,,19-Sep-13,19/09/13 8:01,19/09/13 8:01,19/09/13 8:01,MANUAL,RECEIPT,MANUAL,2/10 Net 45,10007
PURCHASE_ORDERS,82291,5406,0,N,59,537,1193,204,USD,,,,19-Sep-13,19/09/13 11:44,19/09/13 11:44,19/09/13 11:44,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,81626,5380,0,N,25,9,12,204,USD,,,,7-Sep-13,20/11/13 6:52,20/11/13 6:52,20/11/13 6:52,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
PURCHASE_ORDERS,82269,5404,0,N,31,578,1275,204,USD,,19-Sep-13,,19-Sep-13,19/09/13 2:16,19/09/13 2:16,19/09/13 2:16,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,82292,5407,0,N,59,517,1173,207,USD,,,,19-Sep-13,19/09/13 11:45,19/09/13 11:45,19/09/13 11:45,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,81197,5365,0,N,25,147,2033,204,USD,,,,10-Aug-13,10/08/13 2:04,10/08/13 2:04,10/08/13 2:04,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,84314,5445,0,N,31,578,1275,204,USD,,26-Oct-13,,26-Oct-13,26/10/13 4:05,26/10/13 4:06,26/10/13 4:06,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,84315,5446,0,N,25,415,1087,204,USD,,26-Oct-13,,26-Oct-13,26/10/13 4:07,26/10/13 4:07,26/10/13 4:07,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,84629,5451,0,N,25,9,12,204,USD,,,,6-Nov-13,6/11/13 4:07,6/11/13 4:07,6/11/13 4:07,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
PURCHASE_ORDERS,81195,5363,0,N,31,147,2033,204,USD,,,,10-Aug-13,10/08/13 2:03,10/08/13 2:03,10/08/13 2:03,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,81196,5364,0,N,31,147,2033,204,USD,,,,10-Aug-13,10/08/13 2:03,10/08/13 2:03,10/08/13 2:03,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,81258,5368,0,N,25,557,1233,204,USD,,,,18-Aug-13,20/11/13 6:53,20/11/13 6:53,20/11/13 6:53,B2B,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,81259,5369,0,N,25,557,1233,204,USD,,,,18-Aug-13,20/11/13 6:52,20/11/13 6:52,20/11/13 6:52,B2B,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,120573,6172,0,N,57,11,15,1996,USD,,24-Feb-16,,24-Feb-16,24/02/16 10:42,24/02/16 10:42,24/02/16 10:42,MANUAL,RECEIPT,MANUAL,2/10 Net 45,10007
PURCHASE_ORDERS,120574,6173,0,N,57,11,15,1996,USD,,24-Feb-16,,24-Feb-16,24/02/16 10:46,24/02/16 10:46,24/02/16 10:46,MANUAL,RECEIPT,MANUAL,2/10 Net 45,10007
PURCHASE_ORDERS,120575,6174,0,N,57,11,15,1996,USD,,24-Feb-16,,24-Feb-16,24/02/16 10:50,24/02/16 10:50,24/02/16 10:50,MANUAL,RECEIPT,MANUAL,2/10 Net 45,10007
PURCHASE_ORDERS,120576,6175,0,N,57,11,15,1997,USD,,24-Feb-16,,24-Feb-16,24/02/16 10:53,24/02/16 10:53,24/02/16 10:53,MANUAL,RECEIPT,MANUAL,2/10 Net 45,10007
