CONTRACT_LINES,32984,38530,Goods,2,12025,91,Television Digital Capable,Each,,310.1,,N
CONTRACT_LINES,32984,38531,Goods,3,12027,91,Television HD Ready,Each,,988.35,,N
CONTRACT_LINES,33467,39078,Goods,1,11063,37,Heating/Air Conditioning Filter 24x16x1,Each,,16.89,,N
CONTRACT_LINES,33467,39079,Goods,2,11505,37,Cooling Thermostat T19,Each,,30,,N
CONTRACT_LINES,33467,39080,Goods,3,11503,37,Heating Thermostat T18,Each,,30,,N
CONTRACT_LINES,33467,39081,Goods,4,11501,37,Thermostat for Heat Pump,Each,,350,,N
CONTRACT_LINES,33467,39082,Goods,5,11537,37,HVAC Fan - Bearing SK7654,Each,,135,,N
CONTRACT_LINES,32839,38304,Goods,1,11881,30,Standard Laptop Monitor,Each,,115.38,,N
CONTRACT_LINES,32839,38305,Goods,2,11929,30,Lite Desktop Monitor,Each,,85.47,,N
CONTRACT_LINES,32839,38306,Goods,3,11953,30,Standard Desktop Monitor,Each,,149.57,,N
CONTRACT_LINES,32839,38307,Goods,4,11983,30,Deluxe Desktop Monitor,Each,,149.57,,N
CONTRACT_LINES,32839,38308,Goods,5,11905,30,Deluxe Laptop Monitor,Each,,162.39,,N
CONTRACT_LINES,32840,38309,Goods,1,11819,114,Game Girl Case,Each,,5.76,,N
CONTRACT_LINES,32840,38310,Goods,2,11839,114,VP Student Case,Each,,21.37,,N
CONTRACT_LINES,32840,38311,Goods,3,11853,114,VP Executive Case,Each,,21.37,,N
CONTRACT_LINES,32840,38312,Goods,4,11895,32,Standard Laptop Mouse,Each,,17.09,,N
CONTRACT_LINES,32840,38313,Goods,5,11897,114,Standard Laptop Carrying Case,Each,,25.64,,N
CONTRACT_LINES,32840,38314,Goods,6,11919,32,Deluxe Laptop Mouse,Each,,17.09,,N
CONTRACT_LINES,32840,38315,Goods,7,11921,114,Deluxe Laptop Carrying Case,Each,,25.64,,N
CONTRACT_LINES,32840,38316,Goods,8,11925,114,Lite Desktop Case,Each,,80.08,,N
CONTRACT_LINES,32841,38317,Goods,1,11943,32,Lite Desktop Mouse,Each,,17.09,,N
CONTRACT_LINES,32841,38318,Goods,2,11949,114,Standard Desktop Case,Each,,165.55,,N
CONTRACT_LINES,32841,38319,Goods,3,11967,32,Standard Desktop Mouse,Each,,17.09,,N
CONTRACT_LINES,32841,38320,Goods,4,11979,114,Deluxe Desktop Case,Each,,252.14,,N
CONTRACT_LINES,32841,38321,Goods,5,11997,32,Deluxe Desktop Mouse,Each,,17.09,,N
CONTRACT_LINES,32843,38329,Goods,1,11877,114,Standard Laptop Case,Each,,115.38,,N
CONTRACT_LINES,32843,38330,Goods,2,11887,114,Standard Laptop Packaging,Each,,21.37,,N
CONTRACT_LINES,32843,38331,Goods,3,11893,111,Standard Laptop Manual,Each,,25.64,,N
CONTRACT_LINES,32843,38332,Goods,4,11901,114,Deluxe Laptop Case,Each,,201.34,,N
CONTRACT_LINES,32843,38333,Goods,5,11911,114,Deluxe Laptop Packaging,Each,,21.37,,N
CONTRACT_LINES,32843,38334,Goods,6,11917,111,Deluxe Laptop Manual,Each,,29.91,,N
CONTRACT_LINES,32843,38335,Goods,7,11935,114,Lite Desktop Packaging,Each,,21.37,,N
CONTRACT_LINES,32843,38336,Goods,8,11941,111,Lite Desktop Manual,Each,,17.09,,N
CONTRACT_LINES,32843,38337,Goods,9,11959,114,Standard Desktop Packaging,Each,,21.37,,N
CONTRACT_LINES,32843,38338,Goods,10,11965,111,Standard Desktop Manual,Each,,17.09,,N
CONTRACT_LINES,32843,38339,Goods,11,11989,114,Deluxe Desktop Packaging,Each,,21.37,,N
CONTRACT_LINES,32844,38340,Goods,1,11827,114,Game Girl Overlay,Each,,0.43,,N
CONTRACT_LINES,32844,38341,Goods,2,11847,114,VP Student Overlay,Each,,1.15,,N
CONTRACT_LINES,32844,38342,Goods,3,11861,114,VP Executive Overlay,Each,,1.15,,N
CONTRACT_LINES,32844,38343,Goods,4,11879,32,Standard Laptop Motherboard,Each,,119.66,,N
CONTRACT_LINES,32844,38344,Goods,5,11885,114,Standard Laptop Overlay,Each,,1.71,,N
CONTRACT_LINES,32844,38345,Goods,6,11891,34,Standard Laptop Power Supply,Each,,38.46,,N
CONTRACT_LINES,32844,38346,Goods,7,11903,32,Deluxe Laptop Motherboard,Each,,158.97,,N
CONTRACT_LINES,32844,38347,Goods,8,11909,114,Deluxe Laptop Overlay,Each,,1.71,,N
CONTRACT_LINES,32844,38348,Goods,9,11915,34,Deluxe Laptop Power Supply,Each,,38.46,,N
CONTRACT_LINES,32845,38349,Goods,1,11933,114,Lite Desktop Overlay,Each,,1.71,,N
CONTRACT_LINES,32845,38350,Goods,2,11939,34,Lite Desktop Power Supply,Each,,25.64,,N
CONTRACT_LINES,32845,38351,Goods,3,11957,114,Standard Desktop Overlay,Each,,1.71,,N
CONTRACT_LINES,32845,38352,Goods,4,11963,34,Standard Desktop Power Supply,Each,,25.64,,N
CONTRACT_LINES,32845,38353,Goods,5,11987,114,Deluxe Desktop Overlay,Each,,1.71,,N
CONTRACT_LINES,32845,38354,Goods,6,11993,34,Deluxe Desktop Power Supply,Each,,25.64,,N
CONTRACT_LINES,38394,46160,Goods,1,13299,26,NonStock Direct: Windshield Repair Service - Chips & Scratches,Each,,45,,N
CONTRACT_LINES,38394,46161,Goods,2,13300,26,NonStock Direct: Windshield Replacement Service,Each,,250,,N
CONTRACT_LINES,42349,51223,Goods,1,42383,26,Nonstock Direct: Tire Retread,Each,,250,,N
CONTRACT_LINES,49568,60565,Goods,1,61423,32,Resistor,Each,,0.02,,N
CONTRACT_LINES,49568,60566,Goods,2,61431,32,Resistor,Each,,0.02,,N
CONTRACT_LINES,49568,60567,Goods,3,61439,32,Resistor,Each,,0.02,,N
CONTRACT_LINES,49568,60568,Goods,4,61425,32,RAM,Each,,6.7,,N
CONTRACT_LINES,49568,60569,Goods,5,61433,32,RAM,Each,,19,,N
CONTRACT_LINES,49568,60570,Goods,6,61441,32,RAM,Each,,24,,N
CONTRACT_LINES,49568,60571,Goods,7,61428,32,DIP Switch,Each,,2.1,,N
CONTRACT_LINES,49568,60572,Goods,8,61436,32,DIP Switch,Each,,2.1,,N
CONTRACT_LINES,49568,60573,Goods,9,61444,32,DIP Switch,Each,,2.1,,N
CONTRACT_LINES,49569,60574,Goods,1,61424,32,Capacitor,Each,,0.07,,N
CONTRACT_LINES,49569,60575,Goods,2,61432,32,Capacitor,Each,,0.07,,N
CONTRACT_LINES,49569,60576,Goods,3,61440,32,Capacitor,Each,,0.07,,N
CONTRACT_LINES,49569,60577,Goods,4,61426,32,Diode,Each,,0.14,,N
CONTRACT_LINES,49569,60578,Goods,5,61434,32,Diode,Each,,0.21,,N
