N,57,147,259,207,USD,,,,10-Aug-13,15/10/16 17:45,10/08/13 12:24,15/10/16 17:45,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45)
PURCHASE_ORDERS,32841,93072,4429-329,2,N,57,147,259,207,USD,,,,10-Aug-13,15/10/16 17:50,10/08/13 12:24,15/10/16 17:50,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45)
PURCHASE_ORDERS,32843,93074,4431-484,5,N,57,22,42,207,USD,,16-Jan-11,,10-Aug-13,15/10/16 17:55,10/08/13 12:24,15/10/16 17:55,MANUAL,RECEIPT,WORKFLOW,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32844,93075,4432-549,3,N,57,5,6,207,USD,,16-Jan-11,,10-Aug-13,15/10/16 18:00,10/08/13 12:24,15/10/16 18:00,MANUAL,RECEIPT,WORKFLOW,2/10 NET 30
PURCHASE_ORDERS,32845,93076,4433-353,1,Y,57,5,6,207,USD,,16-Jan-11,,10-Aug-13,15/10/16 18:15,10/08/13 12:24,15/10/16 18:15,MANUAL,RECEIPT,WORKFLOW,2/10 NET 30
PURCHASE_ORDERS,32984,93077,4443-777,1,N,57,21,41,207,USD,,22-Jan-11,,10-Aug-13,15/10/16 18:29,10/08/13 12:24,15/10/16 18:29,MANUAL,RECEIPT,WORKFLOW,Immediate
PURCHASE_ORDERS,32844,93255,4432-550,0,N,57,5,6,207,USD,,16-Jan-11,,24-Aug-13,,24/08/13 10:36,24/08/13 10:36,MANUAL,RECEIPT,WORKFLOW,2/10 NET 30
PURCHASE_ORDERS,32840,97163,4428-612,1,Y,57,147,259,207,USD,,,,1-Dec-13,15/10/16 17:41,1/12/13 8:37,15/10/16 17:41,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45)
PURCHASE_ORDERS,32844,97165,4432-552,2,N,57,5,6,207,USD,,16-Jan-11,,1-Dec-13,15/10/16 17:58,1/12/13 8:38,15/10/16 17:58,MANUAL,RECEIPT,WORKFLOW,2/10 NET 30
PURCHASE_ORDERS,32984,97166,4443-779,1,Y,57,21,41,207,USD,,22-Jan-11,,1-Dec-13,15/10/16 18:29,1/12/13 8:38,15/10/16 18:29,MANUAL,RECEIPT,WORKFLOW,Immediate
PURCHASE_ORDERS,32984,115893,4443-781,7,N,57,21,41,207,USD,,22-Jan-11,,11-Dec-14,15/10/16 18:27,11/12/14 6:14,15/10/16 18:27,MANUAL,RECEIPT,WORKFLOW,Immediate
PURCHASE_ORDERS,32984,115933,4443-782,1,Y,57,21,41,207,USD,,22-Jan-11,,12-Dec-14,15/10/16 18:25,12/12/14 3:32,15/10/16 18:25,MANUAL,RECEIPT,WORKFLOW,Immediate
PURCHASE_ORDERS,32984,115873,4443-780,1,N,57,21,41,207,USD,,22-Jan-11,,10-Dec-14,15/10/16 18:28,10/12/14 9:31,15/10/16 18:28,MANUAL,RECEIPT,WORKFLOW,Immediate
PURCHASE_ORDERS,32984,117313,4443-783,0,N,57,21,41,207,USD,,22-Jan-11,,30-Dec-14,,30/12/14 4:22,30/12/14 4:22,MANUAL,RECEIPT,WORKFLOW,Immediate
PURCHASE_ORDERS,103166,120003,5932-2,0,N,57,5,6,207,USD,,23-Jan-15,,29-Jan-15,,29/01/15 4:46,29/01/15 4:46,MANUAL,RECEIPT,WORKFLOW,2/10 NET 30
PURCHASE_ORDERS,103166,119841,5932-1,0,N,57,5,6,207,USD,,23-Jan-15,,25-Jan-15,,25/01/15 3:13,25/01/15 3:13,MANUAL,RECEIPT,WORKFLOW,2/10 NET 30
PURCHASE_ORDERS,103186,121275,5933-1,0,N,57,5,6,207,USD,,23-Jan-15,,13-Feb-15,,13/02/15 11:40,13/02/15 11:40,MANUAL,RECEIPT,WORKFLOW,2/10 NET 30
PURCHASE_ORDERS,103187,121276,5934-1,0,N,57,145,255,207,USD,,23-Jan-15,,13-Feb-15,,13/02/15 11:40,13/02/15 11:40,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45)
PURCHASE_ORDERS,103188,121277,5935-1,0,N,57,147,259,209,USD,,23-Jan-15,,13-Feb-15,,13/02/15 11:40,13/02/15 11:40,MANUAL,RECEIPT,WORKFLOW,2/10 Net 45
PURCHASE_ORDERS,32984,146479,4443-784,0,N,57,21,41,207,USD,,22-Jan-11,,29-Dec-15,,29/12/15 3:08,29/12/15 3:08,MANUAL,RECEIPT,WORKFLOW,Immediate
PURCHASE_ORDERS,95479,149886,5723-1,0,N,22417,1375,3239,2005,USD,,9-Aug-14,,24-Mar-16,,24/03/16 12:32,24/03/16 12:32,MANUAL,,WORKFLOW,Immediate
PURCHASE_ORDERS,87723,152375,5516-1,0,N,57,22,42,23804,USD,,18-Jan-14,,1-May-16,,1/05/16 3:45,1/05/16 3:45,MANUAL,RECEIPT,WORKFLOW,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32984,153744,4443-786,0,N,57,21,41,207,USD,,22-Jan-11,,15-Jun-16,15/06/16 4:22,15/06/16 4:22,15/06/16 4:22,MANUAL,RECEIPT,WORKFLOW,Immediate
