4,248656,4098767,N,20795,
INVOICE_LINES,193371,2,ITEM,Cleaning and Maintenance - Weekly,,18-Dec-14,RECEIPT,91000,91000,26000,3.5,Week,N,101596,161777,,242464,248652,4098765,N,20795,
INVOICE_LINES,193371,3,ITEM,Cleaning and Maintenance - Weekly,,18-Dec-14,RECEIPT,91000,91000,26000,3.5,Week,N,101596,161777,,242464,248655,4098773,N,20795,
INVOICE_LINES,193371,4,ITEM,Cleaning and Maintenance - Weekly,,18-Dec-14,RECEIPT,91000,91000,26000,3.5,Week,N,101596,161777,,242464,248654,4098769,N,20795,
INVOICE_LINES,193371,5,ITEM,Cleaning and Maintenance - Weekly,,18-Dec-14,RECEIPT,91000,91000,26000,3.5,Week,N,101596,161777,,242464,248653,4098771,N,20795,
INVOICE_LINES,196019,1,ITEM,DDR400 DIMM Memory - 184 Pin,24308,18-Jan-15,RECEIPT,19000,,190,100,Each,N,102806,163409,,245619,251939,4219807,N,207,
INVOICE_LINES,198379,1,ITEM,,,22-Jan-15,NONE,1699,,,,,N,,,,,,,N,207,
INVOICE_LINES,198661,1,ITEM,,,12-Feb-15,NONE,4290,,,,,N,,,,,,,N,207,
INVOICE_LINES,198469,1,ITEM,,,11-Feb-15,NONE,25780,,,,,N,,,,,,,N,204,
INVOICE_LINES,198826,1,ITEM,Company Car,,13-Feb-15,RECEIPT,36503,36503,36503,1,Each,N,103590,164335,,247230,253556,4345979,Y,204,
INVOICE_LINES,200608,1,ITEM,Company Car,,10-Mar-15,RECEIPT,35379,35379,35379,1,Each,N,105039,166501,,251358,257726,4402535,Y,204,
INVOICE_LINES,200433,1,ITEM,,,7-Mar-15,NONE,57030,,,,,N,,,,,,,N,204,
INVOICE_LINES,200173,1,ITEM,Dell Desktop,,5-Mar-15,RECEIPT,3107,3107,3107,1,Each,N,104856,166218,,250752,257118,4386153,Y,204,
INVOICE_LINES,200333,1,ITEM,,,22-Feb-15,NONE,1729,,,,,N,,,,,,,N,207,
INVOICE_LINES,200707,1,ITEM,Software,,11-Mar-15,RECEIPT,889,889,889,1,EA,N,105137,166619,,251557,257925,4407279,Y,204,
INVOICE_LINES,200708,1,ITEM,,,11-Mar-15,NONE,126250,,,,,N,,,,,,,N,204,
INVOICE_LINES,200808,1,ITEM,,,12-Mar-15,NONE,23920,,,,,N,,,,,,,N,204,
INVOICE_LINES,201623,1,ITEM,,,20-Mar-15,NONE,3980,,,,,N,,,,,,,N,207,
INVOICE_LINES,202595,1,ITEM,,,20-Mar-15,NONE,1725,,,,,N,,,,,,,N,207,
INVOICE_LINES,202993,1,ITEM,,,7-Apr-15,NONE,108880,,,,,N,,,,,,,N,207,
INVOICE_LINES,204046,1,ITEM,,,13-Apr-15,NONE,63450,,,,,N,,,,,,,N,204,
INVOICE_LINES,205323,1,ITEM,,,26-Apr-15,NONE,4430,,,,,N,,,,,,,N,207,
INVOICE_LINES,206196,1,ITEM,Company Car,,8-May-15,RECEIPT,35036,35036,35036,1,Each,N,107781,170005,,258153,264600,4641963,Y,204,
INVOICE_LINES,206020,1,ITEM,,,6-May-15,NONE,62340,,,,,N,,,,,,,N,204,
INVOICE_LINES,206975,1,ITEM,,,16-May-15,NONE,54890,,,,,N,,,,,,,N,204,
INVOICE_LINES,209372,1,ITEM,,,13-Jun-15,NONE,102020,,,,,N,,,,,,,N,207,
INVOICE_LINES,210494,1,ITEM,,,24-Jun-15,NONE,24940,,,,,N,,,,,,,N,204,
INVOICE_LINES,212809,1,ITEM,Dell Desktop,,11-Jul-15,RECEIPT,3148,3148,3148,1,Each,N,110959,174089,,265897,272366,4946371,Y,204,
INVOICE_LINES,212809,2,ITEM,Toshiba Laptop,,11-Jul-15,RECEIPT,3083,3083,3083,1,Each,N,110960,174090,,265898,272367,4946373,Y,204,
