4006,Operating Account,NEGOTIABLE,,,3
INVOICE_PAYMENTS,170497,196226,AUTO,CHECK,17-Feb-16,0,0,65262.76,USD,526366.1,,Corporate,17-Feb-09,6745,090217chk-204,14006,Operating Account,NEGOTIABLE,,,6
INVOICE_PAYMENTS,150431,195823,AUTO,CHECK,22-Jan-15,0,0,144467.76,USD,433403.28,,Corporate,22-Jan-08,6207,080122chk-204,14006,Operating Account,RECONCILED,22-Jan-15,,209
INVOICE_PAYMENTS,170525,196548,AUTO,CHECK,17-Feb-16,0,0,50000,USD,100000,,Corporate,17-Feb-09,6751,090217chk-204,14006,Operating Account,NEGOTIABLE,,,803
INVOICE_PAYMENTS,154401,196551,AUTO,CHECK,6-May-15,0,0,50000,USD,50000,,Corporate,6-May-08,6326,080506chk-204,14006,Operating Account,RECONCILED,6-May-15,,803
INVOICE_PAYMENTS,170516,198317,AUTO,CHECK,17-Feb-16,0,0,112758.12,USD,906020.26,,Corporate,17-Feb-09,6749,090217chk-204,14006,Operating Account,NEGOTIABLE,,,21
INVOICE_PAYMENTS,151723,198825,AUTO,EFT,13-Mar-15,0,0,904.9,USD,27820.5,,Corporate,13-Mar-08,6742,080313eft-204,14006,Operating Account,RECONCILED,13-Mar-15,,9
INVOICE_PAYMENTS,152173,198829,AUTO,CHECK,1-Apr-15,0,0,503309.63,USD,507414.59,,Corporate,1-Apr-08,6260,080401chk-204,14006,Operating Account,RECONCILED,1-Apr-15,,147
INVOICE_PAYMENTS,152171,199986,AUTO,CHECK,1-Apr-15,0,0,112758.12,USD,112758.12,,Corporate,1-Apr-08,6258,080401chk-204,14006,Operating Account,RECONCILED,1-Apr-15,,21
INVOICE_PAYMENTS,153176,201181,AUTO,CHECK,15-Apr-15,0,0,104623.03,USD,104623.03,,Corporate,15-Apr-08,6295,080415chk-204,14006,Operating Account,RECONCILED,15-Apr-15,,21
INVOICE_PAYMENTS,154546,202777,AUTO,EFT,8-May-15,0,0,946.12,USD,29318.88,,Corporate,8-May-08,7572,080508eft-204,14006,Operating Account,RECONCILED,8-May-15,,9
INVOICE_PAYMENTS,155144,202872,AUTO,CHECK,20-May-15,0,0,41414.46,USD,41414.46,,Corporate,20-May-08,6354,080520chk-204,14006,Operating Account,RECONCILED,20-May-15,,147
INVOICE_PAYMENTS,153861,204510,AUTO,EFT,24-Apr-15,0,0,28871.86,USD,28871.86,,Corporate,24-Apr-08,7351,080424eft-204,14006,Operating Account,RECONCILED,24-Apr-15,,9
INVOICE_PAYMENTS,154753,204047,AUTO,CHECK,13-May-15,0,0,116392.72,USD,116392.72,,Corporate,13-May-08,6340,080513chk-204,14006,Operating Account,RECONCILED,13-May-15,,21
INVOICE_PAYMENTS,154208,205260,AUTO,EFT,1-May-15,0,0,28871.86,USD,28871.86,,Corporate,1-May-08,7457,080501eft-204,14006,Operating Account,RECONCILED,1-May-15,,9
INVOICE_PAYMENTS,154403,205909,AUTO,CHECK,6-May-15,0,0,149730,USD,302118.26,,Corporate,6-May-08,6327,080506chk-204,14006,Operating Account,RECONCILED,6-May-15,,209
INVOICE_PAYMENTS,154752,206455,AUTO,CHECK,13-May-15,0,0,4650.15,USD,4650.15,,Corporate,13-May-08,6339,080513chk-204,14006,Operating Account,RECONCILED,13-May-15,,22
INVOICE_PAYMENTS,154750,206505,ONE-OFF,CHECK,12-May-15,33,0,1763.85,USD,1763.85,,Corporate,,6338,Quick Payment: ID=75762,,BofA-204,RECONCILED,12-May-15,,1178
INVOICE_PAYMENTS,157167,207851,AUTO,CHECK,1-Jul-15,0,0,114361.62,USD,114361.62,,Corporate,1-Jul-08,6397,080701chk-204,14006,Operating Account,RECONCILED,1-Jul-15,,21
INVOICE_PAYMENTS,156041,208405,AUTO,CHECK,10-Jun-15,0,0,4436.35,USD,4436.35,,Corporate,10-Jun-08,6373,080610chk-204,14006,Operating Account,RECONCILED,10-Jun-15,,22
INVOICE_PAYMENTS,160376,212273,AUTO,CHECK,26-Aug-15,0,0,38895.08,USD,79121.46,,Corporate,26-Aug-08,6482,080826chk-204,14006,Operating Account,RECONCILED,26-Aug-15,,147
INVOICE_PAYMENTS,160368,213886,AUTO,CHECK,26-Aug-15,0,0,113335.38,USD,226670.76,,Corporate,26-Aug-08,6478,080826chk-204,14006,Operating Account,RECONCILED,26-Aug-15,,21
INVOICE_PAYMENTS,170263,216206,AUTO,CHECK,12-Aug-15,0,0,4692.91,USD,4692.91,,Corporate,12-Aug-08,10001,080812chk-204,14006,Operating Account,NEGOTIABLE,,,22
INVOICE_PAYMENTS,160908,217690,AUTO,CHECK,2-Sep-15,0,0,60239.2,USD,60239.2,,Corporate,2-Sep-08,6489,080902chk-204,14006,Operating Account,RECONCILED,2-Sep-15,,4
INVOICE_PAYMENTS,161317,218503,AUTO,CHECK,9-Sep-15,0,0,60239.2,USD,60239.2,,Corporate,9-Sep-08,6499,080909chk-204,14006,Operating Account,RECONCILED,9-Sep-15,,4
INVOICE_PAYMENTS,165295,222167,AUTO,EFT,30-Oct-15,0,0,942.86,USD,31935.88,,Corporate,30-Oct-08,10042,081030eft-204,14006,Operating Account,NEGOTIABLE,,,9
INVOICE_PAYMENTS,166504,222168,AUTO,CHECK,18-Nov-15,0,0,41291.84,USD,81217.68,,Corporate,18-Nov-08,6589,081118chk-204,14006,Operating Account,NEGOTIABLE,,,147
INVOICE_PAYMENTS,164249,224414,AUTO,CHECK,21-Oct-15,0,0,158247.26,USD,158247.26,,Corporate,21-Oct-08,6552,081021chk-204,14006,Operating Account,NEGOTIABLE,,,209
INVOICE_PAYMENTS,165035,225876,AUTO,CHECK,28-Oct-15,0,0,16763.3,USD,153907.7,,Corporate,28-Oct-08,6562,081028chk-204,14006,Operating Account,NEGOTIABLE,,,22
INVOICE_PAYMENTS,165065,226188,AUTO,CHECK,28-Oct-15,0,0,62951.7,USD,62951.7,,Corporate,28-Oct-08,6569,081028chk-204,14006,Operating Account,NEGOTIABLE,,,4
INVOICE_PAYMENTS,165060,225907,AUTO,CHECK,28-Oct-15,0,0,61685,USD,476398,,Corporate,28-Oct-08,6568,081028chk-204,14006,Operating Account,NEGOTIABLE,,,3
INVOICE_PAYMENTS,165042,225945,AUTO,CHECK,28-Oct-15,0,0,17577.04,USD,153907.7,,Corporate,28-Oct-08,6562,081028chk-204,14006,Operating Account,NEGOTIABLE,,,22
INVOICE_PAYMENTS,165053,225954,AUTO,CHECK,28-Oct-15,0,0,29240.76,USD,257318.64,,Corporate,28-Oct-08,6564,081028chk-204,14006,Operating Account,NEGOTIABLE,,,5
INVOICE_PAYMENTS,166779,226996,AUTO,CHECK,25-Nov-15,0,0,120871.83,USD,120871.83,,Corporate,25-Nov-08,6594,081125chk-204,14006,Operating Account,NEGOTIABLE,,,21
INVOICE_PAYMENTS,167821,227534,AUTO,CHECK,16-Dec-15,0,0,6225.74,USD,509535.37,,Corporate,16-Dec-08,6622,081216chk-204,14006,Operating Account,NEGOTIABLE,,,147
INVOICE_PAYMENTS,166598,230237,AUTO,EFT,20-Nov-15,0,0,28372.76,USD,28372.76,,Corporate,20-Nov-08,10302,081120eft-204,14006,Operating Account,NEGOTIABLE,,,9
INVOICE_PAYMENTS,167811,231646,AUTO,CHECK,16-Dec-15,0,0,4297.38,USD,8594.76,,Corporate,16-Dec-08,6617,081216chk-204,14006,Operating Account,NEGOTIABLE,,,22
INVOICE_PAYMENTS,167039,231345,AUTO,CHECK,2-Dec-15,0,0,55042.06,USD,55042.06,,Corporate,2-Dec-08,6602,081202chk-204,14006,Operating Account,NEGOTIABLE,,,4
INVOICE_PAYMENTS,168805,231726,AUTO,CHECK,6-Jan-16,0,0,62506.86,USD,62506.86,,Corporate,6-Jan-09,6670,090106chk-204,14006,Operating Account,NEGOTIABLE,,,6
INVOICE_PAYMENTS,169267,231421,AUTO,CHECK,20-Jan-16,0,0,130.2,USD,130.2,,Corporate,20-Jan-09,6686,090120chk-204,14006,Operating Account,NEGOTIABLE,,,1555
INVOICE_PAYMENTS,168281,232526,AUTO,CHECK,23-Dec-15,0,1736,45570,USD,45570,,Corporate,23-Dec-08,6632,081223chk-204,14006,Operating Account,NEGOTIABLE,,,22
INVOICE_PAYMENTS,167812,232932,AUTO,CHECK,16-Dec-15,0,0,4297.38,USD,8594.76,,Corporate,16-Dec-08,6617,081216chk-204,14006,Operating Account,NEGOTIABLE,,,22
INVOICE_PAYMENTS,167819,233556,AUTO,CHECK,16-Dec-15,0,0,55042.06,USD,110084.12,,Corporate,16-Dec-08,6621,081216chk-204,14006,Operating Account,NEGOTIABLE,,,4
INVOICE_PAYMENTS,169486,234589,AUTO,CHECK,27-Jan-16,0,0,62506.86,USD,62506.86,,Corporate,27-Jan-09,6698,090127chk-204,14006,Operating Account,NEGOTIABLE,,,6
INVOICE_PAYMENTS,169482,234590,AUTO,CHECK,27-Jan-16,0,0,105692.03,USD,105692.03,,Corporate,27-Jan-09,6694,090127chk-204,14006,Operating Account,NEGOTIABLE,,,21
INVOICE_PAYMENTS,168809,234611,AUTO,CHECK,6-Jan-16,0,0,79422,USD,439587.8,,Corporate,6-Jan-09,6671,090106chk-204,14006,Operating Account,NEGOTIABLE,,,415
