,1,1,13187,40,12404,226526,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296618,289739,1,1,13187,566,175516.6,226511,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296619,289740,1,1,13187,32,31627.2,226519,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296620,289741,1,1,13187,32,31627.2,226532,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296621,289742,1,1,13187,54,53370.9,226503,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296622,289743,1,1,13187,14,13836.9,226508,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296623,289744,1,1,13187,195,192728.25,226524,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296624,289745,1,1,13187,65,16250,226534,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296625,289746,1,1,13187,65,16250,226538,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296626,289747,1,1,13187,65,16250,226521,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296627,289748,1,1,13187,65,16250,226529,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296628,289749,1,1,13187,352,88000,226523,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296629,289750,1,1,13187,55,22858,226535,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296630,289751,1,1,13187,41,17039.6,226522,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296631,289752,1,1,13187,55,22858,226536,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296632,289753,1,1,13187,55,22858,226513,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296633,289754,1,1,13187,280,116368,226510,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296634,289755,1,1,13187,65,23409.75,226525,209,25,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296635,289756,1,1,13187,52,18727.8,226515,209,25,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296636,289757,1,1,13187,65,23409.75,226502,209,25,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296637,289758,1,1,13187,65,23409.75,226501,209,25,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296638,289759,1,1,13187,352,126772.8,226505,209,25,,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296639,289760,1,1,13187,32,66782.4,226506,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296640,289761,1,1,13187,32,66782.4,226527,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296641,289762,1,1,13187,54,112695.3,226504,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296642,289763,1,1,13187,14,29217.3,226514,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296643,289764,1,1,13187,198,413216.1,226516,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296644,289765,1,1,13187,32,102000,226531,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296645,289766,1,1,13187,32,102000,226507,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296646,289767,1,1,13187,54,172125,226533,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296647,289768,1,1,13187,14,44625,226509,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296648,289769,1,1,13187,212,675750,226517,209,25,22-Jan-04,,INVENTORY,,
PURCHASE_ORDER_ACCOUNTING,296933,290054,1,1,13528,1,36641,,,,,,EXPENSE,,
PURCHASE_ORDER_ACCOUNTING,296934,290055,1,1,13528,1,837,,,,,,EXPENSE,,
PURCHASE_ORDER_ACCOUNTING,296935,290056,1,1,13528,1,3112,,,,,,EXPENSE,,
PURCHASE_ORDER_ACCOUNTING,296978,290099,1,1,13528,1,2575,,,,,,EXPENSE,,
PURCHASE_ORDER_ACCOUNTING,297268,290407,1,1,13528,1,891,,,,,,EXPENSE,,
PURCHASE_ORDER_ACCOUNTING,297160,290279,1,1,13528,1,35428,,,,,,EXPENSE,,
PURCHASE_ORDER_ACCOUNTING,297378,290522,1,1,13528,1,494,,,,,,EXPENSE,,
PURCHASE_ORDER_ACCOUNTING,297494,290663,1,1,13528,1,3047,,,,,,EXPENSE,,
PURCHASE_ORDER_ACCOUNTING,297706,290953,1,1,82773,202,70700,227063,20795,31,19-Jan-09,,EXPENSE,,
PURCHASE_ORDER_ACCOUNTING,297707,290953,2,1,13016,202,70700,227062,20795,31,19-Jan-09,,EXPENSE,,
PURCHASE_ORDER_ACCOUNTING,297708,290953,3,1,13015,202,70700,227061,20795,31,19-Jan-09,,EXPENSE,,
